user_id,subscription_type,monthly_revenue,country,age,gender,device,plan_duration,subscribed_duration,start_month,clv
401,Premium,12,United States,47,Female,Laptop,1 Month,344,7,4128
402,Basic,14,Canada,42,Male,Smartphone,1 Month,340,7,4760
403,Standard,13,United Kingdom,28,Male,Smartphone,1 Month,340,7,4420
404,Premium,13,Australia,28,Male,Smartphone,1 Month,536,1,6968
405,Basic,13,Germany,49,Female,Tablet,1 Month,383,6,4979
406,Premium,12,France,32,Female,Smartphone,1 Month,311,8,3732
407,Basic,12,Brazil,37,Female,Tablet,1 Month,305,8,3660
408,Standard,13,Mexico,37,Female,Tablet,1 Month,273,9,3549
409,Standard,14,Spain,37,Male,Smartphone,1 Month,283,9,3962
410,Basic,15,Italy,37,Male,Smart TV,1 Month,501,2,7515
411,Premium,14,United States,48,Female,Tablet,1 Month,474,3,6636
412,Basic,12,Canada,47,Male,Laptop,1 Month,474,3,5688
413,Standard,13,United Kingdom,41,Female,Smartphone,1 Month,306,8,3978
414,Premium,14,Australia,47,Female,Laptop,1 Month,310,8,4340
415,Basic,13,Germany,39,Female,Smartphone,1 Month,306,8,3978
416,Premium,10,France,28,Male,Tablet,1 Month,502,2,5020
417,Basic,14,Brazil,31,Male,Smart TV,1 Month,281,9,3934
418,Standard,14,Mexico,47,Female,Smart TV,1 Month,249,10,3486
419,Standard,11,Spain,27,Female,Laptop,1 Month,240,10,2640
420,Basic,10,Italy,28,Male,Laptop,1 Month,502,2,5020
421,Premium,14,United States,33,Male,Tablet,1 Month,255,10,3570
422,Basic,14,Canada,29,Female,Tablet,1 Month,287,9,4018
423,Standard,15,United Kingdom,41,Male,Smartphone,1 Month,200,12,3000
424,Premium,12,Australia,28,Female,Tablet,1 Month,284,9,3408
425,Basic,13,Germany,38,Male,Tablet,1 Month,443,4,5759
426,Premium,15,France,35,Male,Laptop,1 Month,416,5,6240
427,Basic,11,Brazil,51,Male,Smart TV,1 Month,380,6,4180
428,Standard,12,Mexico,45,Male,Smartphone,1 Month,223,11,2676
429,Standard,14,Spain,51,Male,Laptop,1 Month,220,11,3080
430,Basic,14,Italy,46,Female,Smart TV,1 Month,220,11,3080
431,Premium,15,United States,28,Male,Smart TV,1 Month,442,4,6630
432,Basic,12,Canada,46,Female,Smart TV,1 Month,223,11,2676
433,Standard,11,United Kingdom,46,Female,Smartphone,1 Month,379,6,4169
434,Premium,12,Australia,32,Female,Laptop,1 Month,257,10,3084
435,Basic,11,Germany,39,Female,Smart TV,1 Month,254,10,2794
436,Premium,11,France,41,Female,Smartphone,1 Month,253,10,2783
437,Basic,13,Brazil,47,Male,Smart TV,1 Month,245,10,3185
438,Standard,12,Mexico,35,Male,Smart TV,1 Month,247,10,2964
439,Standard,12,Spain,37,Female,Smart TV,1 Month,247,10,2964
440,Basic,11,Italy,47,Male,Tablet,1 Month,262,10,2882
441,Premium,13,United States,48,Female,Laptop,1 Month,414,5,5382
442,Basic,12,Canada,30,Female,Laptop,1 Month,536,1,6432
443,Standard,10,United Kingdom,36,Male,Smart TV,1 Month,536,1,5360
444,Premium,10,Australia,50,Female,Smartphone,1 Month,368,6,3680
445,Basic,12,Germany,41,Male,Tablet,1 Month,369,6,4428
446,Basic,14,France,46,Female,Smartphone,1 Month,365,6,5110
447,Basic,15,Brazil,36,Female,Laptop,1 Month,232,11,3480
448,Standard,14,Mexico,48,Male,Tablet,1 Month,201,12,2814
449,Premium,10,Spain,37,Female,Laptop,1 Month,355,7,3550
450,Basic,14,Italy,49,Male,Laptop,1 Month,384,6,5376
451,Basic,12,United States,31,Female,Laptop,1 Month,345,7,4140
452,Premium,12,Canada,42,Female,Laptop,1 Month,375,6,4500
453,Standard,11,United Kingdom,45,Female,Tablet,1 Month,394,5,4334
454,Standard,15,Australia,51,Female,Tablet,1 Month,396,5,5940
455,Basic,11,Germany,31,Female,Smart TV,1 Month,392,5,4312
456,Premium,14,France,41,Male,Tablet,1 Month,447,4,6258
457,Standard,14,Brazil,40,Male,Smart TV,1 Month,364,6,5096
458,Basic,10,Mexico,27,Male,Tablet,1 Month,339,7,3390
459,Standard,10,Spain,46,Female,Tablet,1 Month,343,7,3430
460,Premium,10,Italy,30,Female,Smart TV,1 Month,363,6,3630
461,Basic,11,United States,37,Male,Smart TV,1 Month,376,6,4136
462,Premium,15,Canada,45,Male,Smartphone,1 Month,265,10,3975
463,Standard,11,United Kingdom,40,Male,Smart TV,1 Month,536,1,5896
464,Basic,13,Australia,45,Male,Laptop,1 Month,479,3,6227
465,Standard,11,Germany,34,Male,Laptop,1 Month,416,5,4576
466,Premium,10,France,33,Male,Laptop,1 Month,356,7,3560
467,Basic,10,Brazil,47,Female,Laptop,1 Month,369,6,3690
468,Standard,11,Mexico,32,Male,Smart TV,1 Month,364,6,4004
469,Premium,12,Spain,41,Female,Tablet,1 Month,365,6,4380
470,Basic,15,Italy,31,Female,Tablet,1 Month,478,3,7170
471,Premium,15,United States,43,Male,Tablet,1 Month,324,8,4860
472,Basic,10,Canada,32,Female,Tablet,1 Month,349,7,3490
473,Standard,10,United Kingdom,46,Female,Smartphone,1 Month,336,7,3360
474,Standard,14,Australia,38,Male,Smartphone,1 Month,333,7,4662
475,Basic,11,Germany,31,Female,Smart TV,1 Month,317,8,3487
476,Premium,14,France,31,Female,Laptop,1 Month,312,8,4368
477,Basic,10,Brazil,50,Male,Laptop,1 Month,307,8,3070
478,Standard,10,Mexico,32,Male,Laptop,1 Month,322,8,3220
479,Premium,13,Spain,38,Female,Smartphone,1 Month,444,4,5772
480,Basic,15,Italy,37,Female,Laptop,1 Month,444,4,6660
481,Premium,12,United States,36,Male,Smart TV,1 Month,443,4,5316
482,Basic,11,Canada,30,Male,Smart TV,1 Month,304,8,3344
483,Standard,14,United Kingdom,28,Male,Smart TV,1 Month,306,8,4284
484,Standard,13,Australia,40,Male,Smartphone,1 Month,307,8,3991
485,Basic,14,Germany,28,Female,Tablet,1 Month,535,1,7490
486,Premium,15,France,37,Female,Laptop,1 Month,286,9,4290
487,Basic,15,Brazil,30,Male,Smart TV,1 Month,415,5,6225
488,Standard,11,Mexico,33,Female,Smart TV,1 Month,322,8,3542
489,Premium,11,Spain,49,Male,Tablet,1 Month,245,10,2695
490,Basic,12,Italy,36,Female,Smart TV,1 Month,254,10,3048
491,Premium,12,United States,28,Female,Smartphone,1 Month,353,7,4236
492,Basic,10,Canada,51,Male,Tablet,1 Month,286,9,2860
493,Standard,11,United Kingdom,35,Female,Smartphone,1 Month,282,9,3102
494,Standard,14,Australia,31,Male,Smart TV,1 Month,275,9,3850
495,Basic,13,Germany,39,Male,Smartphone,1 Month,270,9,3510
496,Premium,10,France,51,Female,Laptop,1 Month,243,10,2430
497,Basic,11,Brazil,44,Male,Smartphone,1 Month,291,9,3201
498,Standard,11,Mexico,41,Female,Smartphone,1 Month,223,11,2453
499,Premium,10,Spain,28,Female,Laptop,1 Month,220,11,2200
500,Basic,15,Italy,38,Male,Laptop,1 Month,220,11,3300
501,Premium,14,Spain,43,Male,Smartphone,1 Month,218,11,3052
502,Basic,13,Spain,38,Male,Smartphone,1 Month,221,11,2873
503,Standard,14,United States,30,Male,Tablet,1 Month,258,10,3612
504,Standard,12,Canada,32,Female,Laptop,1 Month,251,10,3012
505,Basic,11,United States,35,Male,Smartphone,1 Month,250,10,2750
506,Premium,14,United States,27,Male,Smart TV,1 Month,249,10,3486
507,Basic,15,Canada,49,Female,Tablet,1 Month,245,10,3675
508,Standard,12,United Kingdom,42,Female,Tablet,1 Month,248,10,2976
509,Premium,10,Australia,40,Male,Smartphone,1 Month,250,10,2500
510,Basic,15,Germany,43,Female,Tablet,1 Month,384,6,5760
511,Premium,11,France,44,Female,Smart TV,1 Month,337,7,3707
512,Basic,15,Brazil,32,Male,Tablet,1 Month,350,7,5250
513,Standard,10,Mexico,50,Male,Tablet,1 Month,386,6,3860
514,Standard,14,Spain,35,Male,Tablet,1 Month,356,7,4984
515,Basic,15,Italy,44,Female,Laptop,1 Month,538,1,8070
516,Premium,14,Spain,42,Female,Smart TV,1 Month,332,7,4648
517,Basic,12,Spain,34,Female,Smart TV,1 Month,385,6,4620
518,Standard,15,United States,37,Female,Tablet,1 Month,354,7,5310
519,Premium,10,Canada,43,Male,Smartphone,1 Month,385,6,3850
520,Basic,13,United States,32,Male,Smart TV,1 Month,477,3,6201
521,Basic,15,United States,33,Female,Smart TV,1 Month,375,6,5625
522,Basic,14,Canada,32,Female,Tablet,1 Month,375,6,5250
523,Standard,13,United Kingdom,41,Male,Smartphone,1 Month,358,7,4654
524,Premium,15,Australia,31,Male,Tablet,1 Month,387,6,5805
525,Basic,14,Germany,44,Male,Tablet,1 Month,447,4,6258
526,Basic,11,France,49,Male,Laptop,1 Month,373,6,4103
527,Premium,10,Brazil,48,Female,Tablet,1 Month,264,10,2640
528,Standard,13,Mexico,42,Female,Smartphone,1 Month,351,7,4563
529,Standard,11,Spain,50,Female,Laptop,1 Month,355,7,3905
530,Basic,14,Italy,49,Female,Smart TV,1 Month,371,6,5194
531,Premium,14,Spain,30,Female,Laptop,1 Month,377,6,5278
532,Standard,11,Spain,38,Male,Laptop,1 Month,479,3,5269
533,Basic,14,United States,38,Male,Smartphone,1 Month,447,4,6258
534,Standard,11,Canada,39,Female,Smart TV,1 Month,418,5,4598
535,Premium,15,United States,42,Female,Laptop,1 Month,358,7,5370
536,Basic,10,United States,28,Male,Smart TV,1 Month,380,6,3800
537,Premium,10,Canada,38,Male,Smartphone,1 Month,375,6,3750
538,Standard,14,United Kingdom,40,Female,Tablet,1 Month,374,6,5236
539,Basic,12,Australia,30,Female,Tablet,1 Month,507,2,6084
540,Standard,10,Germany,40,Male,Smartphone,1 Month,479,3,4790
541,Premium,10,France,31,Male,Smart TV,1 Month,349,7,3490
542,Basic,14,Brazil,41,Male,Smartphone,1 Month,336,7,4704
543,Standard,11,Mexico,37,Male,Smartphone,1 Month,336,7,3696
544,Premium,14,Spain,49,Male,Tablet,1 Month,324,8,4536
545,Basic,14,Italy,29,Male,Smart TV,1 Month,314,8,4396
546,Premium,10,Spain,31,Male,Smart TV,1 Month,310,8,3100
547,Basic,10,Spain,39,Male,Tablet,1 Month,414,5,4140
548,Standard,12,United States,51,Female,Smartphone,1 Month,414,5,4968
549,Standard,10,Canada,38,Female,Smartphone,1 Month,414,5,4140
550,Basic,11,United States,29,Female,Tablet,1 Month,383,6,4213
551,Premium,13,United States,41,Female,Laptop,1 Month,476,3,6188
552,Basic,13,Canada,48,Female,Tablet,1 Month,302,8,3926
553,Standard,14,United Kingdom,39,Male,Smart TV,1 Month,305,8,4270
554,Premium,12,Australia,37,Male,Smartphone,1 Month,304,8,3648
555,Basic,11,Germany,37,Female,Smartphone,1 Month,288,9,3168
556,Premium,14,France,34,Male,Smartphone,1 Month,276,9,3864
557,Basic,15,Brazil,37,Male,Smartphone,1 Month,415,5,6225
558,Standard,14,Mexico,37,Female,Smart TV,1 Month,255,10,3570
559,Standard,13,Spain,51,Female,Tablet,1 Month,252,10,3276
560,Basic,15,Italy,45,Male,Laptop,1 Month,258,10,3870
561,Premium,14,Spain,29,Female,Laptop,1 Month,271,9,3794
562,Basic,14,Spain,37,Male,Laptop,1 Month,284,9,3976
563,Standard,10,United States,34,Male,Tablet,1 Month,278,9,2780
564,Premium,14,Canada,35,Male,Smartphone,1 Month,274,9,3836
565,Basic,12,United States,29,Male,Laptop,1 Month,271,9,3252
566,Premium,11,United States,45,Male,Tablet,1 Month,58,11,638
567,Basic,14,Canada,36,Male,Smart TV,1 Month,322,8,4508
568,Standard,11,United Kingdom,27,Female,Laptop,1 Month,224,11,2464
569,Standard,10,Australia,31,Female,Laptop,1 Month,221,11,2210
570,Basic,10,Germany,41,Female,Laptop,1 Month,222,11,2220
571,Premium,13,France,37,Male,Smart TV,1 Month,220,11,2860
572,Basic,12,Brazil,49,Female,Tablet,1 Month,221,11,2652
573,Standard,12,Mexico,37,Female,Smart TV,1 Month,221,11,2652
574,Premium,14,Spain,36,Female,Smartphone,1 Month,246,10,3444
575,Basic,13,Italy,38,Female,Smart TV,1 Month,246,10,3198
576,Premium,15,Spain,49,Female,Tablet,1 Month,247,10,3705
577,Basic,15,Spain,31,Male,Laptop,1 Month,246,10,3690
578,Standard,13,United States,29,Female,Laptop,1 Month,248,10,3224
579,Standard,12,Canada,35,Female,Tablet,1 Month,255,10,3060
580,Basic,14,United States,46,Female,Tablet,1 Month,294,9,4116
581,Premium,10,United States,29,Female,Laptop,1 Month,506,2,5060
582,Basic,12,Canada,43,Female,Laptop,1 Month,347,7,4164
583,Standard,15,United Kingdom,38,Female,Tablet,1 Month,346,7,5190
584,Premium,14,Australia,48,Female,Smart TV,1 Month,349,7,4886
585,Basic,14,Germany,41,Male,Laptop,1 Month,348,7,4872
586,Premium,15,France,51,Female,Laptop,1 Month,386,6,5790
587,Basic,14,Brazil,39,Male,Smart TV,1 Month,355,7,4970
588,Standard,11,Mexico,31,Male,Smartphone,1 Month,354,7,3894
589,Standard,15,Spain,28,Male,Laptop,1 Month,447,4,6705
590,Basic,15,Italy,47,Male,Laptop,1 Month,335,7,5025
591,Premium,14,Spain,35,Female,Smart TV,1 Month,374,6,5236
592,Basic,15,Spain,33,Male,Smartphone,1 Month,296,9,4440
593,Standard,11,United States,41,Male,Smartphone,1 Month,388,6,4268
594,Premium,12,Canada,38,Female,Smart TV,1 Month,389,6,4668
595,Basic,10,United States,49,Male,Laptop,1 Month,234,11,2340
596,Basic,14,United States,29,Female,Smart TV,1 Month,375,6,5250
597,Basic,13,Canada,50,Male,Laptop,1 Month,366,6,4758
598,Standard,12,United Kingdom,29,Female,Tablet,1 Month,418,5,5016
599,Premium,15,Australia,44,Male,Smart TV,1 Month,385,6,5775
600,Basic,14,Germany,36,Female,Smart TV,1 Month,378,6,5292
601,Basic,14,France,46,Female,Smart TV,1 Month,420,5,5880
602,Premium,14,Brazil,30,Male,Smartphone,1 Month,419,5,5866
603,Standard,15,Mexico,46,Female,Tablet,1 Month,386,6,5790
604,Standard,15,Spain,33,Male,Smartphone,1 Month,357,7,5355
605,Basic,15,Italy,46,Female,Tablet,1 Month,266,10,3990
606,Premium,14,Spain,50,Male,Tablet,1 Month,381,6,5334
607,Standard,14,Spain,27,Female,Smart TV,1 Month,378,6,5292
608,Basic,12,United States,48,Female,Smart TV,1 Month,371,6,4452
609,Standard,14,Canada,50,Female,Smartphone,1 Month,479,3,6706
610,Premium,13,United States,28,Female,Tablet,1 Month,418,5,5434
611,Basic,15,United States,29,Female,Smartphone,1 Month,233,11,3495
612,Premium,11,Canada,36,Male,Smart TV,1 Month,345,7,3795
613,Standard,12,United Kingdom,51,Male,Laptop,1 Month,336,7,4032
614,Basic,15,Australia,51,Male,Smartphone,1 Month,318,8,4770
615,Standard,13,Germany,43,Male,Smart TV,1 Month,316,8,4108
616,Premium,14,France,38,Female,Laptop,1 Month,503,2,7042
617,Basic,11,Brazil,45,Female,Smartphone,1 Month,415,5,4565
618,Standard,10,Mexico,28,Female,Smart TV,1 Month,384,6,3840
619,Premium,11,Spain,27,Male,Smartphone,1 Month,385,6,4235
620,Basic,11,Italy,41,Female,Smartphone,1 Month,414,5,4554
621,Premium,14,Spain,49,Male,Smart TV,1 Month,385,6,5390
622,Basic,12,Spain,35,Male,Smartphone,1 Month,303,8,3636
623,Standard,13,United States,29,Female,Smart TV,1 Month,302,8,3926
624,Standard,10,Canada,42,Male,Smartphone,1 Month,506,2,5060
625,Basic,15,United States,33,Male,Tablet,1 Month,281,9,4215
626,Premium,10,United States,30,Male,Laptop,1 Month,280,9,2800
627,Basic,11,Canada,43,Female,Smart TV,1 Month,273,9,3003
628,Standard,10,United Kingdom,42,Male,Smartphone,1 Month,119,9,1190
629,Premium,11,Australia,39,Male,Tablet,1 Month,201,12,2211
630,Basic,15,Germany,32,Female,Smart TV,1 Month,385,6,5775
631,Premium,14,France,31,Male,Smartphone,1 Month,280,9,3920
632,Basic,13,Brazil,39,Male,Smartphone,1 Month,106,9,1378
633,Standard,12,Mexico,41,Female,Smartphone,1 Month,274,9,3288
634,Standard,12,Spain,51,Female,Smart TV,1 Month,273,9,3276
635,Basic,13,Italy,29,Male,Laptop,1 Month,474,3,6162
636,Premium,10,Spain,33,Female,Smart TV,1 Month,71,10,710
637,Basic,12,Spain,51,Female,Tablet,1 Month,227,11,2724
638,Standard,11,United States,38,Male,Tablet,1 Month,52,11,572
639,Premium,10,Canada,37,Female,Laptop,1 Month,223,11,2230
640,Basic,13,United States,50,Female,Laptop,1 Month,222,11,2886
641,Premium,12,United States,33,Male,Tablet,1 Month,220,11,2640
642,Basic,11,Canada,27,Male,Laptop,1 Month,49,11,539
643,Standard,11,United Kingdom,50,Female,Smartphone,1 Month,242,10,2662
644,Standard,15,Australia,47,Female,Laptop,1 Month,245,10,3675
645,Basic,13,Germany,41,Male,Laptop,1 Month,245,10,3185
646,Premium,10,France,49,Female,Laptop,1 Month,246,10,2460
647,Basic,15,Brazil,32,Male,Smart TV,1 Month,246,10,3690
648,Standard,10,Mexico,38,Female,Smartphone,1 Month,254,10,2540
649,Premium,14,Spain,38,Female,Smartphone,1 Month,313,8,4382
650,Basic,15,Italy,28,Female,Smart TV,1 Month,317,8,4755
651,Premium,13,Spain,31,Male,Tablet,1 Month,318,8,4134
652,Basic,14,Spain,39,Female,Smartphone,1 Month,318,8,4452
653,Standard,11,United States,28,Female,Smartphone,1 Month,335,7,3685
654,Standard,12,Canada,30,Female,Smartphone,1 Month,346,7,4152
655,Basic,11,United States,42,Male,Tablet,1 Month,338,7,3718
656,Premium,14,United States,33,Female,Laptop,1 Month,333,7,4662
657,Basic,14,Canada,34,Female,Smart TV,1 Month,478,3,6692
658,Standard,13,United Kingdom,49,Female,Smart TV,1 Month,447,4,5811
659,Premium,13,Australia,41,Male,Laptop,1 Month,478,3,6214
660,Basic,12,Germany,28,Male,Smart TV,1 Month,367,6,4404
661,Premium,14,France,49,Female,Laptop,1 Month,366,6,5124
662,Basic,15,Brazil,49,Male,Tablet,1 Month,379,6,5685
663,Standard,11,Mexico,36,Male,Tablet,1 Month,381,6,4191
664,Standard,11,Spain,31,Male,Smart TV,1 Month,206,12,2266
665,Basic,10,Italy,38,Male,Smartphone,1 Month,375,6,3750
666,Premium,15,Spain,34,Female,Tablet,1 Month,368,6,5520
667,Basic,11,Spain,51,Female,Smartphone,1 Month,365,6,4015
668,Standard,13,United States,49,Male,Smart TV,1 Month,480,3,6240
669,Premium,13,Canada,27,Female,Tablet,1 Month,374,6,4862
670,Basic,10,United States,38,Male,Smart TV,1 Month,327,8,3270
671,Basic,10,United States,51,Male,Tablet,1 Month,328,8,3280
672,Basic,14,Canada,47,Female,Tablet,1 Month,297,9,4158
673,Standard,15,United Kingdom,37,Male,Smartphone,1 Month,294,9,4410
674,Premium,13,Australia,37,Female,Laptop,1 Month,265,10,3445
675,Basic,11,Germany,39,Female,Tablet,1 Month,235,11,2585
676,Basic,11,France,31,Male,Smartphone,1 Month,381,6,4191
677,Premium,13,Brazil,36,Male,Smart TV,1 Month,376,6,4888
678,Standard,15,Mexico,42,Female,Smart TV,1 Month,366,6,5490
679,Standard,11,Spain,49,Male,Laptop,1 Month,418,5,4598
680,Basic,15,Italy,44,Female,Laptop,1 Month,357,7,5355
681,Premium,11,Spain,33,Male,Laptop,1 Month,347,7,3817
682,Standard,11,Spain,42,Male,Tablet,1 Month,339,7,3729
683,Basic,13,United States,39,Male,Smartphone,1 Month,478,3,6214
684,Standard,10,Canada,49,Male,Smartphone,1 Month,233,11,2330
685,Premium,12,United States,31,Male,Smartphone,1 Month,319,8,3828
686,Basic,14,United States,37,Male,Tablet,1 Month,314,8,4396
687,Premium,13,Canada,30,Female,Tablet,1 Month,307,8,3991
688,Standard,10,United Kingdom,42,Male,Smartphone,1 Month,476,3,4760
689,Basic,15,Australia,37,Female,Smart TV,1 Month,446,4,6690
690,Standard,15,Germany,36,Male,Laptop,1 Month,417,5,6255
691,Premium,11,France,28,Female,Laptop,1 Month,536,1,5896
692,Basic,15,Brazil,36,Male,Tablet,1 Month,303,8,4545
693,Standard,14,Mexico,31,Female,Tablet,1 Month,536,1,7504
694,Premium,14,Spain,46,Male,Smart TV,1 Month,112,9,1568
695,Basic,13,Italy,28,Male,Laptop,1 Month,280,9,3640
696,Premium,15,Spain,31,Male,Tablet,1 Month,100,9,1500
697,Basic,12,Spain,43,Male,Smart TV,1 Month,384,6,4608
698,Standard,10,United States,28,Male,Laptop,1 Month,59,12,590
699,Standard,13,Canada,32,Female,Smartphone,1 Month,355,7,4615
700,Basic,12,United States,31,Female,Laptop,1 Month,446,4,5352
701,Premium,11,United States,45,Male,Smart TV,1 Month,277,9,3047
702,Basic,14,Canada,36,Male,Smartphone,1 Month,104,9,1456
703,Standard,14,United Kingdom,35,Male,Laptop,1 Month,276,9,3864
704,Premium,13,Australia,27,Female,Tablet,1 Month,99,9,1287
705,Basic,13,Germany,32,Male,Laptop,1 Month,444,4,5772
706,Premium,12,France,46,Female,Smartphone,1 Month,75,10,900
707,Basic,12,Brazil,36,Male,Smart TV,1 Month,245,10,2940
708,Standard,13,Mexico,39,Male,Laptop,1 Month,330,2,4290
709,Standard,12,Spain,48,Female,Smart TV,1 Month,352,7,4224
710,Basic,10,Italy,48,Female,Smart TV,1 Month,262,10,2620
711,Premium,14,Spain,27,Female,Laptop,1 Month,226,11,3164
712,Basic,13,Spain,45,Male,Tablet,1 Month,149,8,1937
713,Standard,10,United States,30,Male,Laptop,1 Month,532,1,5320
714,Premium,15,Canada,29,Male,Tablet,1 Month,242,10,3630
715,Basic,12,United States,43,Female,Laptop,1 Month,244,10,2928
716,Premium,10,United States,43,Male,Laptop,1 Month,247,10,2470
717,Basic,15,Canada,39,Female,Tablet,1 Month,254,10,3810
718,Standard,14,United Kingdom,27,Male,Tablet,1 Month,273,9,3822
719,Standard,10,Australia,33,Female,Tablet,1 Month,477,3,4770
720,Basic,10,Germany,32,Female,Tablet,1 Month,310,8,3100
721,Premium,10,France,37,Female,Tablet,1 Month,317,8,3170
722,Basic,13,Brazil,45,Male,Smartphone,1 Month,234,11,3042
723,Standard,10,Mexico,40,Female,Smartphone,1 Month,538,1,5380
724,Premium,14,Spain,44,Male,Laptop,1 Month,537,1,7518
725,Basic,12,Italy,29,Female,Tablet,1 Month,537,1,6444
726,Premium,14,Spain,50,Male,Laptop,1 Month,507,2,7098
727,Basic,11,Spain,32,Female,Laptop,1 Month,447,4,4917
728,Standard,14,United States,39,Male,Laptop,1 Month,447,4,6258
729,Standard,15,Canada,43,Female,Smartphone,1 Month,358,7,5370
730,Basic,12,United States,49,Female,Smartphone,1 Month,368,6,4416
731,Premium,13,United States,30,Male,Tablet,1 Month,375,6,4875
732,Basic,12,Canada,47,Male,Tablet,1 Month,375,6,4500
733,Standard,10,United Kingdom,51,Female,Laptop,1 Month,376,6,3760
734,Premium,14,Australia,40,Male,Tablet,1 Month,376,6,5264
735,Basic,14,Germany,40,Male,Laptop,1 Month,369,6,5166
736,Premium,11,France,49,Male,Smartphone,1 Month,365,6,4015
737,Basic,15,Brazil,43,Female,Tablet,1 Month,508,2,7620
738,Standard,14,Mexico,44,Female,Smartphone,1 Month,195,6,2730
739,Standard,13,Spain,27,Male,Smartphone,1 Month,372,6,4836
740,Basic,14,Italy,30,Male,Tablet,1 Month,378,6,5292
741,Premium,14,Spain,47,Male,Smart TV,1 Month,297,9,4158
742,Basic,13,Spain,51,Male,Smartphone,1 Month,267,10,3471
743,Standard,15,United States,31,Female,Laptop,1 Month,265,10,3975
744,Premium,13,Canada,34,Female,Tablet,1 Month,235,11,3055
745,Basic,11,United States,28,Female,Laptop,1 Month,206,12,2266
746,Basic,15,United States,32,Male,Smartphone,1 Month,380,6,5700
747,Basic,11,Canada,41,Male,Smart TV,1 Month,369,6,4059
748,Standard,13,United Kingdom,40,Male,Smart TV,1 Month,363,6,4719
749,Premium,12,Australia,46,Male,Smart TV,1 Month,388,6,4656
750,Basic,13,Germany,47,Male,Smart TV,1 Month,295,9,3835
751,Basic,14,France,45,Female,Laptop,1 Month,346,7,4844
752,Premium,10,Brazil,28,Female,Smartphone,1 Month,339,7,3390
753,Standard,12,Mexico,43,Female,Smartphone,1 Month,338,7,4056
754,Standard,11,Spain,41,Male,Laptop,1 Month,264,10,2904
755,Basic,13,Italy,32,Male,Tablet,1 Month,318,8,4134
756,Premium,14,Spain,44,Female,Smartphone,1 Month,310,8,4340
757,Standard,11,Spain,32,Male,Laptop,1 Month,478,3,5258
758,Basic,12,United States,47,Male,Laptop,1 Month,446,4,5352
759,Standard,14,Canada,37,Male,Smart TV,1 Month,416,5,5824
760,Premium,13,United States,40,Female,Smartphone,1 Month,273,4,3549
761,Basic,11,United States,48,Female,Smart TV,1 Month,302,8,3322
762,Premium,10,Canada,48,Male,Laptop,1 Month,394,1,3940
763,Standard,10,United Kingdom,35,Male,Laptop,1 Month,287,9,2870
764,Basic,15,Australia,28,Male,Smart TV,1 Month,170,9,2550
765,Standard,11,Germany,35,Female,Smart TV,1 Month,274,9,3014
766,Premium,13,France,43,Male,Smartphone,1 Month,99,9,1287
767,Basic,15,Brazil,39,Male,Laptop,1 Month,354,7,5310
768,Standard,10,Mexico,38,Female,Laptop,1 Month,181,8,1810
769,Premium,14,Spain,36,Female,Smart TV,1 Month,324,8,4536
770,Basic,11,Italy,42,Female,Laptop,1 Month,303,3,3333
771,Premium,14,Spain,27,Male,Tablet,1 Month,444,4,6216
772,Basic,12,Spain,48,Male,Laptop,1 Month,331,2,3972
773,Standard,13,United States,27,Female,Smart TV,1 Month,536,1,6968
774,Standard,15,Canada,49,Male,Smartphone,1 Month,334,3,5010
775,Basic,11,United States,29,Male,Tablet,1 Month,251,10,2761
776,Premium,11,United States,44,Male,Laptop,1 Month,78,10,858
777,Basic,11,Canada,31,Male,Smartphone,1 Month,245,10,2695
778,Standard,13,United Kingdom,33,Male,Tablet,1 Month,302,3,3926
779,Premium,10,Australia,36,Female,Smart TV,1 Month,352,7,3520
780,Basic,15,Germany,43,Female,Laptop,1 Month,201,12,3015
781,Premium,14,France,30,Female,Smartphone,1 Month,228,11,3192
782,Basic,13,Brazil,44,Female,Laptop,1 Month,330,2,4290
783,Standard,13,Mexico,37,Female,Laptop,1 Month,534,1,6942
784,Standard,14,Spain,27,Male,Laptop,1 Month,242,10,3388
785,Basic,12,Italy,35,Female,Laptop,1 Month,244,10,2928
786,Premium,13,Spain,32,Male,Smart TV,1 Month,249,10,3237
787,Basic,12,Spain,49,Female,Laptop,1 Month,476,3,5712
788,Standard,12,United States,45,Female,Tablet,1 Month,290,9,3480
789,Premium,11,Canada,33,Female,Smartphone,1 Month,506,2,5566
790,Basic,14,United States,37,Female,Smartphone,1 Month,304,8,4256
791,Premium,15,United States,29,Male,Smartphone,1 Month,309,8,4635
792,Basic,12,Canada,45,Male,Smart TV,1 Month,234,11,2808
793,Standard,11,United Kingdom,42,Female,Smartphone,1 Month,418,5,4598
794,Standard,12,Australia,32,Female,Smart TV,1 Month,507,2,6084
795,Basic,11,Germany,47,Male,Smartphone,1 Month,305,3,3355
796,Premium,12,France,27,Male,Smart TV,1 Month,274,4,3288
797,Basic,10,Brazil,35,Male,Tablet,1 Month,418,5,4180
798,Standard,15,Mexico,35,Male,Laptop,1 Month,205,12,3075
799,Premium,10,Spain,48,Male,Tablet,1 Month,508,2,5080
800,Basic,12,Italy,36,Male,Smartphone,1 Month,369,6,4428
801,Premium,10,Spain,46,Male,Smartphone,1 Month,372,6,3720
802,Basic,13,Spain,33,Female,Smartphone,1 Month,373,6,4849
803,Standard,14,United States,43,Male,Smart TV,1 Month,202,6,2828
804,Standard,14,Canada,47,Female,Smartphone,1 Month,230,6,3220
